lable_bert,label_lr,text
LLD,VEC,Ma l é paricolos!l i respondea Gian Luigi.
NAP,SCN,"Oi, mulinarella, ricordate 'e me!Oi ma', quanno."
LMO,LLD,Dinultima r aee coscì su coi conte che ei scomenzà a i voré finamai ben.
LMO,VEC,Mancomal che son ca ió e ... El no n é 'sù adora a fenì l sò discorso:
SCN,LIJ,Ma mancu pe rie!
VEC,LMO,"E li cristiani se lementò de quelle inzurie al Grande Chaan, el qual aspramente reprexe quelli che dixevano ai cristiani inzuria."
EML,LMO,"'na chèeva ed tèra ròsa a gh'ò catèe... 'na frijda sangunèinta, acsé spèrversa, còn un spulvràas che 'l fà rèster al fièe!"
LLD,FUR,"Ben, Ricardo l intaia na feda e canche l r à fenida, ra se bete a bregarà:"
LLD,PMS,L odor de vin i pensaa l i fejarà bona conpagnia.
EML,LIJ,E pò am fé:quíssti i n én brîṡa sâs da pavimänt o da bató cum a gî vó;
EML,LMO,"Par Gino, però, Canâja al caté una vendatta pió tamóggna:"
VEC,NAP,Ma chesto l me 'soa gran poco.
NAP,SC,E 'o duttore:
VEC,NAP,"Ed in un batterdocchio eccoli a Napoli, in mezzo piazza Dante."
EML,PMS,as pôl pròpi dîr ch'l é un can felîz e cuntänt.
LLD,VEC,ades ra ra vo deentà rejina.
EML,FUR,In ciasa soa dute i é rés.
VEC,LIJ,"Se me dià a i curà su, vin lascio mese."
LIJ,SC,Aregurdæve però ch'a mezanötte vuemu ese adesciæ pe cuntinuâ u nostru viagiu.
SCN,LLD,"No disto nuia, tu?"
LIJ,FUR,Cose vuei a quest'ua?
SC,LMO,Voi ve ne stesci in casa;
LIJ,VEC,egli àno i soi nidi in quelle montagnie;
LMO,NAP,"No, niente, abbia un attimo di pazienza."
SCN,LIJ,"Ou Canpu di Miacui, duman matin ou spuntâ du giurnu."
VEC,LMO,"Se ei da ve dì, ió nò."
SCN,LMO,Nu se truvava 'n pelandrun o 'n vagabundu mancu a çercâlu cuu lanternin.
LLD,FUR,l à dito l prin.
LIJ,ROA_TARA,"te telecæve d'ærrète na feleppine leggére Dæ llæ putive chjæmendæ' a rellogge, stéve ællæ' æmmæzze a chiazze...."
LMO,PMS,Ho incuntròu i laddri e m'han despügiòu.
LLD,VEC,l orso l dromia fis e l no s aarae descedà gnanche se ruaa cissà ce pescion.
SCN,PMS,Ng'era na vòta......
LIJ,LMO,Gh'è ascì a furma debbule vegnì.
LLD,SC,Ades dute chi colore i no fesc pi alegreza:
SC,LMO,Sanus erat languens quisque bibebat eam.
LIJ,SCN,Doppu u nazu u ghe feççe a bucca.
LLD,VEC,"calche dì dapò che r ea ruada, ra sò marigna ra i à damandà algo al specio."
LMO,VEC,"Scusami mà, non lo farò mai più!"
VEC,LMO,"E chavalcòno tanto che i zonse ala zità là dove era Barcha Chan, che era segnior d'una parte de' Tartari, li quali abitava in la contrà de Balgara."
VEC,LIJ,In questa chontrà stete quelli do fratelli tre ani.
LLD,VEC,"par via de i pedai, es à ben betù un toco, ma co l é ra fin es à scomenzà a pedalà."
LLD,NAP,"Me fido anche del diou, se l me tira fora de ca el m à respondù."
VEC,LMO,"de Alau, che era signior del Levante, el qual era mandado"
EML,LIJ,Cla matòina avìmi la Bracconi ch'l'a s féva italién.
VEC,LMO,Sua prima moier sede apresso de lui dalla parte sinestra;
SC,LIJ,Biancognee r ea scanada e infamentada:
LLD,VEC,"Na terza machina r aea da fei polar da sbarà e outro polar, negro e da mina;"
EML,NAP,Ca u pèn tòst n'n c' jètt!
SCN,NAP,"L'ati ddui rumanèru pe nu mumèndu soprappenziéru mènde se faciénne passà pe la capu la pruposta, po' Melchiorre disse:"
LLD,VEC,"L à proà danoo, epò ancora e ancora, ma a ra fin l sin é tomà in cu zenza fiado."
LMO,FUR,T'avéssere fa' murì de fame?
LMO,PMS,"Sò e zò s'j'ócc ma che rigéstri, sò e zò al testi ti bénch ch'li paroiva la ola te stadio."
LIJ,VEC,"E sopra zaschaduna porta è uno belo e grande palazo, sì che zaschaduno quadro à zinque palazi e tre porte maistre."
LLD,VEC,"Ma stassera no n é ra luna, paron.No n elo ra luna?"
SCN,LIJ,E ti che pesciu t'ê?
LMO,VEC,"Alora ades me beto a sofià e a sfiadazà, fin che ra tò ciaseta ra no toma 'so."
EML,LMO,"Fenalmänt, un quèl al véns fòra, e al servitåur ai véns la speranza che al can al se spicéss."
VEC,LLD,son un jato cresciù in ciasa de 'sente studiada.
LLD,ROA_TARA,L é deentà danoo l scior Boemondo.
LIJ,NAP,e non bixognia che i portano né feno né paia ne òrzo.
SCN,LIJ,"sun mi, proppiu mi!"
ROA_TARA,FUR,None Dorine mi veve smontade la idolatrie de ferace cuntune frase;
LLD,LIJ,"In ciou de tanto, ra luna ra se damanda:"
SC,VEC,E cuanta calzina?
VEC,FUR,"E' lui, adesso, in posizione preminente."
SC,VEC,In elo de outra stelescon gnomes de besties?
LLD,VEC,"In ea moesc zento e in é ruà fin deboto a ra fin solo does, coscì straches che es s à indromenzà ignante de passà ra stanja."
LLD,VEC,In chera ra pena r é soutada su e ra s à betù a core de oga sorai cuadratis de ra prima pajina del cuaderno.
VEC,EML,"Dime ce te dores, babo, e i contentarei."
EML,LMO,Pu Ro e Bunì j'è 'ndæ in pensiàun e t e' su pòst u si è mèss un tratàur.
SCN,VEC,Sanmarcan è una zità grandisima e bella.
LIJ,LMO,ghe dumandò u vegettu.
LLD,SCN,Ra olpe r é 'suda su sul brascion e ra i à dito a ra pizora:
NAP,ROA_TARA,"Uscite, miei signó', simmo arrivate!"
LMO,FUR,me che tac i tac a te che te te che taca i tac??
LLD,FUR,Dut chest 6 agns fa:
LLD,LMO,"Me despiaje, ra i à respondù riden ra maestra, el Jato l no n é."
NAP,SCN,E' 'nut'l ca chijàgn!
LLD,VEC,ra ondes es no 'sia adora a passà sora i boole de ra patina.
SCN,NAP,Che v'aggia di'?
LLD,LMO,Vos tendei a ra vostra pacia.
LMO,FUR,"Alora ciapa chiste!i à respondù i porzeluche, e i à tirà un grun de pome sun testa."
VEC,LLD,"Ma i nanete i aea rejon, de aé festide par era:"
LLD,LMO,"In chera ra pena ra s à chietà e ra s à conzà 'sò sul toulin, come che ra fosse straca e r aesse chera de dromì."
LIJ,NAP,Sî pròpeto nu 'nzallanùto .
SC,LMO,viva e demmue! (invece de demue);
SC,VEC,"Ti apre la porta di nebbia lassù, in un imprecisato punto lontano dell'universo."
VEC,LMO,"Una volta, due, tre senza urgenza."
SCN,PMS,"Ndàn, mbòn!.."
LIJ,LMO,"ghe dumandò u Pinocchiu, avexinanduseghe."
NAP,LMO,Nui putésseme pruà disse Melchiorre:
LLD,VEC,Ci elo che l me fesc cote?
LIJ,SCN,'Na cosa façiliscima:
LLD,PMS,Ra steles es 'sia a dromì e da est vienia su na strica de lun color de ra ruoses.
LIJ,ROA_TARA,ma cumme se fa pe aveilu?
VEC,LLD,Mancomal che l professor el no s à inacorto de nuia;
LLD,VEC,"Fejarae core ra steles da un ciou a l outro del zielo, par vede cara che và pi de oga."
SCN,FUR,"Chia finî, battuxi che nu sei atru!"
SC,SCN,"Lurido porco!...Come ti permetti paragonarti a me ch'ebbi natali illustri,nobilissimi e perfetti, da fare invidia a Principi Reali?."
PMS,LLD,"Gian Luigi, agnó sosto?"
PMS,VEC,Chinchis andò conquistando le tere soe e lo regniame.
SC,LMO,"Quel che tu hai visto è fatto per sollazzo, o per soccorso mutuo tra noi fidi chi scarso d'animo vuol fare cacacazzo meglio che la prua volga ad altri lidi."
LLD,VEC,Chel por pizo l à sciassignà daparduto.
LLD,VEC,Eco cemodo che penso che se ra passe ra besties de ra jungla.
LLD,VEC,"Dai ciaei laade gozaa 'sò ra patina, che ra s aea delegà e r ea deentada oio, fis e gras."
SCN,NAP,"ah, povera nennella sfurtunata!"
EML,LIJ,Mé a n ò mâi amazè inción!
EML,LMO,"pum... pum... pum pum pum pum... ch'al sciuptædi li t s'infiléva t e' zarvèl.St'an la va mèi parchè, t e' pòst d e' Landini, u j'è un Catarpiller che é fa snò e' rumàur d'un càmio:"
LIJ,PMS,Dapö u s'apruvò a scappâ.
LLD,VEC,"Son 'sù adora a liese solo ra pajna 35, agnoche ra luna r à scrito:"
SCN,LMO,Quale sarra'a massima oggi?
EML,LMO,Såul i sgnåuri i andèven in automòbil.
NAP,LMO,Prenota 'nu posto pe' 4 in Oklahoma 'o South Street Dinner
NAP,PMS,E 'o malantrano?
LLD,LMO,I porzeluche i s à scentà a spetà daante l sporer.
LLD,VEC,"No massa indalonse da ca, drio chiste coles, l é un cianpo de rae de un mè amigo."
VEC,LMO,"Or avemo dito dele fature del Grande Chaan e de suo' maniere e de suo' figlioli, mo' ve diremo de soa chorte et de suo' grandeza."
LIJ,SCN,"Inmaginæve u spaventu du povou Pinocchiu, aa vista du mustru."
LLD,LIJ,"Biancognee r ea pi bianca del gnee, e r ea ormai morta."
LLD,VEC,"coi cianpanis, co ra tores, coi zimasc dei brascioi;"
LMO,LLD,"Ce lesier che see, zenza zarvel!"
SCN,LIJ,ripete' u Gattu.
NAP,SCN,"E 'o ssape, e nun 'o ddice."
LMO,PMS,Allora la Bianca Maria la cambia tattica:
LLD,NAP,Ra 'sente ra varda e ra disc:
LIJ,VEC,Da llonzi da Balastia ben X zornate verso mezodì è una provinzia che à nome Baxia;
LIJ,VEC,e sono molto chrudel zente e malvaxie.
VEC,LLD,Na ota tré che contaa stories i à fato na gara;
VEC,LMO,Ancora sapiate che li Tartari fano tuti festa de soa natività de Chublai.
NAP,FUR,Ma nun te si' ddignata nemmeno 'e t' avutà.
NAP,VEC,"'A notte, forse, ch'è nnera figura."
NAP,SCN,a l' ùurte stèie lu fenucchie è ce lu vùie tu vòggh' a pegghièue;
VEC,LIJ,E questa è la raxione:
EML,LMO,"Anżlén, mî bèl anżlén, duv ît?"
NAP,VEC,Vedesto ce biei camele?
LMO,EML,"Ben, dime ce che te dores e te scotarei anche sta ota."
LMO,PMS,"Vuentea, vuentea, vuentea!"
NAP,SCN,Ci starrà 'a neve oggi?
SC,VEC,e sono boni archatori et boni chazatori.
LLD,VEC,"Babo, ce vosto ancora da mi? Pardoneme, pesceto, ma ra mè femena, ra rejina, ra no n é ancora pasciuda."
LLD,VEC,"Podé ben pelucà anche sasc l i responde con creanza l scultor, ma ra vostra bocia r é fata de sas."
EML,LMO,tòcc e un bèl salût rumàn.
LLD,VEC,"Ra 'sente ra và inze lieto e de l indoman bonora ra varda danoo ra Crodes Indalonse, Chesta po r é bela!"
LLD,LMO,"Isabela, tu fesc finta de no me conosce.Taiame via ra barba e dute doi i pès, ma lasciame i mè sode."
NAP,SCN,"Ferma, e nun t'accustà si no t'allummo!"
LLD,VEC,T araes da 'sì dal pesceto de oro a i damandà de me fei rejina.
LIJ,SC,"E u Pinocchiu, ôbediente ou cumandu u cangiò u passu in trottu."
LMO,EML,"Ben, dime ce che te dores e te scotarei anche sta ota."
LLD,VEC,"Coscita Antonio l podea inpizà ra stela sul brascion, ma el el no podea inluminà l presepio!"
ROA_TARA,NAP,La vaiche spisse nan zacce còme se chiame.
LLD,VEC,Es é tornades indrio e es é ruades làdal Caneo de Suez.
LIJ,SCN,"Dî, bellu vegiu, n'aviesci miga da dâme quarche rôbin, tantu che posse turnâmene a ca'?"
LIJ,ROA_TARA,Mascarçuin! disse a Vurpe.
VEC,LLD,Parcé no te ra mochesto?
NAP,PMS,Canciell' 'e promemoria 'e dimani
LLD,VEC,ra i à dito ra veceta.
LLD,VEC,Tanto i fesc e tanto i disc che Ricardo l se fesc parsuaso:
VEC,ROA_TARA,ène do altre mazior:
FUR,VEC,Ce elo i profume?
SCN,NAP,Ogni vota ca po' u treno passava ncoppa ati puonti 'i lignamme rallentava e ata ggente zumpava ncoppa.
LIJ,LMO,ghe disse alua u mariunettu.
NAP,VEC,E anche sto colpo r ultima parola r é stà la soa.
LMO,SC,"E poi, si sa, di padulani prodighi, non ce n'è mai stati."
LLD,LMO,"ei duto l vis pien de gnee, e ra schena jazada che ra scroca."
VEC,LLD,"I é vienù su coscì na fota che l i à dà na oga e, cissà cemodo, el no l à pi ciatà."
LLD,VEC,ma in chel dì ra besties es ea 'sudes dutes a ra caza.
SCN,LIJ,ripete' u Gattu.
VEC,LIJ,Ma anche chel l ea massa strento.
NAP,LMO,"Ma cómme, Pàtre Ubú, site cuntento d' 'a sciòrta vosta?"
LIJ,EML,"Nôn, parché an saggna brîṡa di sgnåuri?"
VEC,NAP,"Poereto, no te sas ce che vo dì esse contente."
SCN,PMS,Avardite dai cattivi cunpagni!
FUR,LLD,"Se te os, te pos statin ca con nosoutre."
SCN,VEC,La chontrà è molto freda.
VEC,LLD,Te fa paura?
SCN,VEC,In quella zità abita cristiani e saraini;
LMO,LLD,I sete nanete i é 'sude inze inze camera e i à vedù i liete desfate.
LLD,VEC,"Biancognee r é restada sola, spasemada dal sussuro del bosco."
LIJ,LMO,E se i dijasson a r Africa de 'sì anche era in vacanza?
LLD,VEC,E via sul Polo l ea na stela.n ei gnanche fenì de liese parceche ra pajina 51 (ra neola bianca come l late) r é oujorada via ves Abbiategrasso.
VEC,FUR,"In é un grun, de ogni raza."
LIJ,VEC,"U mariunettu, quellu ch'u stà in caza cua Fue'."
LLD,VEC,"Na dosena de tartarughes, curades fora par core, es s aea fato depense su ra cogoia strisces de dute i colore, el numero e ra marca de ra bicicleta:"
LLD,NAP,"Fin che ra biancaria ra se suia, el scior Ejisto el se liese ra gaseta."
NAP,LMO,Le lor zità e lle lor chastelle sono in gran montagnie e in luogi fortisimi;
LMO,LLD,signorizia tuta la provinzia de Tanguch.
LLD,LIJ,"Ra vecia, che r ea deentada na blagona e na superba, ra i à respondù:"
LMO,NAP,"Zdòt an...e pu i dois ch'u j'è e' Signaur!E giova qualcadeun dri mè, m e' funeræl."
SCN,VEC,La tua parte di dolori non tarderà.
ROA_TARA,FUR,"strade ca pe' sti ppene v'abbelite, strade ca nuie facevemo abbracciate;"
SCN,VEC,c'è un numero nuovo.
LLD,VEC,"se un el vo sonà r Aida, podé esse segure che a un outro i piajarà de pi l Rigoleto e un terzo l se betarà a sonà ra Traviata."
LLD,PMS,"Canche l omeneto l res daerse, ra neoles es lascia tomà 'sò r aga su ra tèra."
LLD,VEC,"El vecio marinaro l à beù un sluch de bira, el s à spazà via ra bocia co ra barba e l à tacà danoo:"
LIJ,VEC,"né in tute queste dodexe zornate nonn è abitazion nì erba, e chonvien che i viandanti portano siego la vituaria."
VEC,NAP,Mo vede a me sultanto.
VEC,PMS,Tienivelo! Tienivelo!
VEC,LLD,"Inveze de bonazenes, sul sfoi vien fora duto outra robes, moris e bicicletes."
LLD,LMO,"Oiuto, me sofeo, me brujo!el craiaa e l sbatea ra zates."
LLD,LMO,"ra sciora Martini r ea tanto zaariada e ra i proaa ra fiora, ra i vardaa ra lenga Son stà ió a i fei fei un pas inaante."
LLD,PMS,dapò es à scomenzà a soutà via par sora.
LIJ,VEC,Ma ancora par poco r à dito.
LMO,EML,Mé in vatta a Youtube?
LLD,VEC,"Se pó bete na spina pede l toulin, l i à dito Antonelli, o in 'sontà una dopia agnoche se taca l brascion."
ROA_TARA,NAP,"quände séerve â case d'attäneme hjònne u ppane ca vöelne, é jè' ddö stòuche à mmuri de fame!"
VEC,LMO,Dute i pize che passa i pó se tuoi na caramela.
SCN,NAP,Na gara de bbellezza?
LLD,VEC,"Coscì lesier che ei scomenzà a oujorà par ra camera, e se pare l no me brincaa, sarae oujorà fora par funestra."
LLD,LMO,"Pian coi anes, in aarei scì e no zinchezentomile!i à respondù l Monte Bianco."
EML,LMO,Ho vüdä la mè cassëtta e anca incö sum in bullëtta;
NAP,LMO,"passa 'o treno ciuffciuff e 'a stazione 'a cuieta ch'era s'e scetata tutta allera, strellazzera 'e che manera."
NAP,LIJ,Noi fescimo tûtto ö poscibile;
NAP,VEC,N'ata panella m'a stipaji p'â sera.
VEC,LMO,I no me obedisce.
LIJ,SCN,"Fermemmuse chì a l'ôstaja du Ganbou Russu, e doppu a mezanötte ripartiemu."
ROA_TARA,VEC,In questa Grande Armenia è l'archa de Noè su una grande montagnia.
NAP,LLD,R é 'suda inze inze camera e là r à ciatà sete lietuche:
PMS,SC,"Avutà Voltare, mutare."
LMO,VEC,E la dona tien choluichome s'el fosse suo marito.
LIJ,LMO,"Chome misier Nicollò, Mafio et Marcho tornò a Veniexia;"
NAP,SCN,Cercame siccome ci camina llecca e ci si chiute intr'a ccasa secca.
SCN,LIJ,Nu tiu veddi?
FUR,LMO,"Fin che o rivi a pari no mi lamenti, dal moment che o larai a rimeti i pensarai sore."
LMO,SC,Muzzone Mozzicone di sigaro.
LLD,VEC,"Alora peso par vos!l à craià l loo, che l s aea jonfà su come un balon."
ROA_TARA,NAP,cheste so' mazzate fresche:
LLD,VEC,"Son ra pi braa de dute i zurle, parceche fejo tré 'sire inze un colpo:"
SCN,VEC,"Son sindachessa di questo sito degno raggiunsi Taranto e qui fui benaccolta, al sindaco il mio cuore ho dato in pegno e qui ebbi amore ed amicizia molta."
ROA_TARA,NAP,Imposta 'na sveglia tra doie ore
EML,LLD,Duv êl andè Pirån?
LIJ,VEC,nu te piaxe mancu u fen?
LIJ,ROA_TARA,Cumme mai t'ê chì?
LMO,FUR,A disin che ur van incuintre ai zovins:
VEC,LMO,"Chome Marcho intrà in grazia del Gran Chaan, e chome lui lo mandava in tute suo' gran fazende e anbasiate."
LLD,LMO,"Es é stortes, eco ce che es é."
VEC,LMO,"ò dito de Armenia Pizolla, sì ve dirò de Turchomania."
EML,FUR,Lavôr a 'nd è:
LLD,VEC,"Se t aesses parlà outramente, t aarae fato zoncà ra testa."
SCN,NAP,grotte e caverne ca me rispunnite e a cchistu core mio pieta purtate;
PMS,LMO,"Donn'Anié!, Don Ferdinà!"
EML,VEC,c'anca le 's tratta ad milion.
SCN,VEC,Aggiungi 'stu brano 'a playlist mia Sleepify
LLD,VEC,Nos de r Argentina son de poche.
LMO,VEC,Chel tosato l deentaa ogni dì pi tristo e nervos:
LLD,VEC,Chi cuatro su ra pajela sarà meo che no i betede su.
LLD,VEC,I à da inparà a fei l sò doer.
LMO,LLD,"Scior, ei vedù che aé un grun de legnes."
LMO,VEC,El ge n'è zàade e chastelli asai.
LLD,VEC,"sote un pero che inluminaa poco e nuia, se podea tienì sote ocio ra cassetes de ra posta, inciodades sul paré da na banda de ra porta maestra."
VEC,LLD,El s à fermà e l i à damandà:
LLD,VEC,"dai rame e da ra foies pendorlaa, nanade dal vento, zentenere de zapote."
LLD,VEC,Chera là l é r Orsa pi Granda.Un orso inze l ziel?
VEC,LIJ,"Quando i fano questa cotal chavalchata, e prendeno homeni e bestie."
LLD,VEC,"Chel omeneto l se jonfa, l se jonfa, senpre de pi."
VEC,LMO,"i digo ió, e me vien da ride."
FUR,VEC,"Che desidere cchiù, si è troppo tarde?."
VEC,PMS,e sì revochò el chomandamento.
LIJ,SCN,E mi 'na gran famme azunse u Pinocchiu.
EML,LMO,"Nisséun e fiatéva, snò j'occ i ridóiva e j'andéva da la bàursa ad Vasèli ma la fàza dla prof., pu la sbacaræda dla Bracconi che finalmént la avoiva capói."
LMO,NAP,stasera la pierdi la scommessa!
LIJ,LMO,"I fano chaxe de legnio chome serave pertege e stange, e sono choverte de feltre e sono retonde;"
LIJ,LMO,ghe dumandò u mariunettu.
VEC,LMO,"Ebe passienza, scior pesceto."
NAP,SCN,Ci starrà 'o sole pa' festa 'e sabbat'?
SCN,NAP,disse Melchiorre e se tuccavu la cossa sturciniénne la vocca pe lu duloru.
LLD,LMO,"De grazia che i à vedù alolo ra fascia che ra ra sofeaa!I r à molada fora, ra tosa r à scomenzà pian pian a tirà danoo l fiado e ra i à contà chel che i ea suzedù."
LLD,VEC,"vedon mo ci che l é ra pi bela r à dito ra marigna catia, e r é scanpada."
LIJ,VEC,"alora l'una parte e l'altra andòno a ferire, e fo bataglia dura e forte."
VEC,LMO,"Ma tendi l à dito l ultimo naneto del bosco, el pi descedà."
VEC,LMO,"... Ah! quella, Santità, a volontà!"
LLD,LIJ,"Ra capia r ea pizora e strenta, no podee gnanche me moe."
LIJ,SCN,Li nu gh'é de scöe:
EML,LMO,L'aria inturn'al coer l'è invisibila cm'en prufeum pena fiurì ma l'as cnos cm'en vul sparpagnà ad nuoli celesti.
LIJ,LMO,Quante desgraççie che m'é capitòu... E mee meitu!
SCN,NAP,Ngè puru lu pruvèrbiu rrobba de mangiatoria nun se porta a cunfessoriu.
LIJ,VEC,Intantu cumençava a spægâ u giurnu e se scurivan senpre;
LIJ,VEC,Nu gh'avian mai de ben inte stu mundu;
LLD,LMO,"Ió voi me maridà con Nin Pize!Sentio ce che ra disc, scior sassin?"
LLD,VEC,"Aì, ra i à respondù ra maestra De Magistris, se propio es é does, r Orsa pi Granda e r Orsa pi Pizora."
ROA_TARA,VEC,La zente à lla leze de Machometo e 'l regniame è grande e va per hereditade.
VEC,PMS,"Cioè pagamento, ricompensa per un'opera prestata."
LMO,EML,chi èter nómmer i én:
LIJ,LMO,e sono molto grassi et èno tropo boni da manziar.
SCN,LIJ,"Passa via, te diggu!"
NAP,VEC,"Ra vorea solo 'sì pi indalonse che ra podea dal castel, e scanpà da sò marigna."
SCN,NAP,"E tu, Melchiò, nun te vuó acenià sta pigna d'uva tandu doci, ca è arruata probbiu stammatina da la Sicilia?"
SCN,LIJ,"Scignuria, sciû pesciu;"
NAP,SCN,"Nun lle di' accussì!E sì, sì."
SC,LMO,"E cosa aspetti,oh turpe malcreato, che l'ira mia raggiunga l'eccedenza?"
VEC,LIJ,Ades i fejo ben vede ió.
VEC,LMO,"El bilietario l i damanda con creanza:Parceche l é l numero 13, e l porta scarogna."
LIJ,LMO,"dunque ti te ne pentiæ! Povou Merlu, u nu l'avesse mai ditu!"
LIJ,SCN,ti seméñi sübbitu e quattru munæe:
SC,LLD,Te vedaras che no te te ciamaras gramo.
NAP,ROA_TARA,"Ne uagnèune, ne picche grannetéidde, saupe o balcòne pòrte re meddéche a le passaréidde."
